Class,ClassName,S-O1,S-O2,S-H1,S-H2,C-O1,C-O2,C-H1,C-H2,N-O1,N-O2,N-H1,N-H2
0,MD,2.884456794614891,3.12262773958088,1.9294522538793242,2.418189818852111,2.961903610855694,3.401259913620246,2.395064299763161,2.541973445966735,2.8096371651869925,2.89012023971322,1.8991640266180276,2.0055884423280856
0,MD,2.877428560074255,2.9130569617077517,1.9437672238704404,2.2294152839607966,3.0347232181834967,3.1470903418750154,2.2606731591406577,2.506364913760763,2.6238847679774353,2.741915126623908,1.6856365764710375,1.7927705532320637
0,MD,3.024587740502827,3.0998801589738916,2.167671792499963,2.266305804608018,3.000098331721813,3.0540671243441904,2.1703707056629744,2.3105414949747165,2.7926514283025012,2.8185808485832022,1.8686238251718827,1.8738375062955688
0,MD,3.015667421981409,3.0175398920312535,2.0815054648018583,2.1114776816248844,3.333453914485694,3.3433783812186135,2.4539407083301743,2.642423698046927,2.6977273768859598,2.7662257680818456,1.7484129946897562,1.9311434436623294
0,MD,3.0252644512505014,3.0431033502002522,2.0688866571177837,2.1621787622673563,3.2760529604998747,3.3297550960994107,2.428235573415396,2.5453386808045804,2.732673965185016,2.8409788805973193,1.7826780415992116,1.9095604206204106
0,MD,2.895920061051409,3.0809456340545824,1.9523690737153163,2.133184005190363,2.9815098524069983,3.333942261047722,2.2262192165193437,2.7028662564026362,2.6284421241488274,2.7736448943583243,1.7168637103742401,1.8722537221220854
0,MD,2.9661094045904646,3.3577613077763586,2.060552595785898,2.6266766074261967,3.2339873221767585,3.5038791360433654,2.5956542527848354,2.650921537880743,2.876452502649748,2.9866278643312762,2.0049364079690903,2.040518806578366
0,MD,3.452952939152227,3.499579689048387,2.893711457626693,3.0018629215871937,3.1659041362618665,3.2837857725497255,2.409274372087993,2.46256492300203,2.6732478373693676,2.679827233237247,1.7370267700873234,1.7847540446795465
0,MD,3.1306805969309632,3.1925853160095823,2.188992005467357,2.378924336753904,3.0744401116300826,3.2422004873233865,2.326197326109718,2.421401660196011,2.654524816233594,2.72524696128626,1.7127218104525892,1.8484030945656835
0,MD,2.995333203501741,3.106843092272283,2.1255204068651055,2.3979893661148717,3.0834010443015685,3.184006438435701,2.235769666132896,2.2570542749344775,2.745907864441195,2.76968391698403,1.79234594874985,1.8262910501888792
0,MD,2.921275919867892,2.9508481831500584,1.9729759248404422,2.032553812325765,3.1485358502008527,3.277868972366041,2.2653575876669008,2.559378440168628,2.6216590167296747,2.856522711269771,1.7420109069692993,1.9028339391549647
0,MD,2.953094817306075,3.3599401780388884,2.2101307653620865,2.419940081902856,3.1557404836266234,3.46145128522705,2.253620420567758,2.5514462565376506,2.806733332541586,2.836550193456834,1.8838038645251798,1.9115629730668047
0,MD,2.899475942500299,2.902132007280682,2.056864419225049,2.1549960101257732,3.227701714969957,3.2958416105809754,2.3083995567446722,2.581412427305835,2.7731396712661263,2.837217133949039,1.847540371451731,1.8950226976851754
0,MD,2.947345415793676,3.2541176991620926,2.028965499953118,2.3958420231726465,2.966955004714429,3.1226804191271307,2.144127794698814,2.5049129725401658,2.776505177376768,2.789821141220347,1.8207067309152238,1.8427465913684393
0,MD,3.0033854231516797,3.0233717932136637,2.1399532705178395,2.3316676435547157,2.9867314911119807,3.0177400484468504,2.14463843106478,2.1518217863010864,2.7870310367844846,2.96519493457007,1.8371785433103665,2.041980656127772
0,MD,2.9173382240191144,3.0787871221791216,1.963715718058243,2.1725300621234216,2.978457321273884,3.238617376230327,2.228040419127535,2.312296363606318,2.6440997451285764,2.6978530337359,1.7297342930511035,1.7943239734287115
0,MD,3.2011629136924595,3.250062460938252,2.2477673367143676,2.4394150938288472,3.2464820960541263,3.3001766619379636,2.3565285909574714,2.448453185176306,2.578559287664333,2.726652343075663,1.6369792301675676,1.8048138408157233
0,MD,2.9526020727487134,2.9973851937980878,2.070030434558874,2.1281480211677013,3.1703760029371915,3.460742550378459,2.281937115697976,2.5976870481256973,2.732980241421441,2.7782364910136783,1.7796645751376856,1.8321195375848154
0,MD,3.0158657131908244,3.2389556958995285,2.082580610684734,2.378780569955959,3.051526011686612,3.1424609782780117,2.3018612034612342,2.463457326604218,2.6619517275863585,2.682956019020812,1.7552054010855822,1.8581808308127603
0,MD,3.0935710756341126,3.1615975392196902,2.2350422814792568,2.3137817528885476,3.0224657152728795,3.2398313227697515,2.0926361365512163,2.363571027068998,2.657564674659866,2.7367946579895257,1.7203752497638418,1.8167570008121623
0,MD,3.200234522656114,3.296623879061728,2.3499644678164815,2.3937140597824134,2.9927370415724805,3.179796534371343,2.0785478103714614,2.471902506168073,2.707710102651316,2.74444420602788,1.7593595425608728,1.7958588474598995
0,MD,3.073443996561513,3.247218656019333,2.1720688294803194,2.340636879142085,3.0293367260837805,3.1877645772547254,2.2556422588699654,2.499988799974911,2.7208647522433003,2.758943819652731,1.77923354284928,1.8702529240720354
0,MD,2.925227090425972,3.126122604672759,1.9858504287770518,2.3989495667489553,3.2574432349832287,3.464575792932952,2.3565469986335943,2.5809502904244392,2.730389187780563,2.818246004228339,1.8129806804844892,1.870109264720112
0,MD,3.0133909470893427,3.0869429861920032,2.158285893944545,2.175265271179586,3.157366940981044,3.215028615735793,2.3334667342818496,2.4225831255088024,2.6734004563476828,2.784533354082871,1.7277977312174004,1.830687302627076
0,MD,3.110881868538245,3.1556712439669634,2.18010756615356,2.2406827084618643,3.000858043960093,3.284724037114837,2.1316327075741732,2.6285693827631804,2.5758977075963245,2.7934319393892535,1.6665428287325843,1.943822008312489
0,MD,3.0110119784891256,3.116922303899473,2.1009599541621444,2.200820611423157,3.0367193379818627,3.1432210513888457,2.2518647243020617,2.356149996848885,2.7610408364681964,2.7752032290387314,1.8243062406553348,1.8244732202737315
0,MD,2.9631100215820543,3.4659821118984446,2.016438692348468,2.7467043888995404,3.0196584243917393,3.420445731187677,2.1784205287317686,2.5887398478796597,2.7530197965143657,2.841797494544606,1.8506488051491568,1.9296079912769843
0,MD,3.0143284492569826,3.146377122978109,2.115325034125963,2.1926965134281575,3.16039364636749,3.1697887942258864,2.327474597068676,2.343659104904124,2.6942176972175056,2.7077278297495124,1.7455778412892382,1.7683124723871628
0,MD,3.0804691201179093,3.193798522136297,2.1604437044274025,2.309820339333776,3.0791519936501994,3.2868471214828343,2.2560764614702222,2.3677789170444097,2.653361829830225,2.745365185180288,1.7171097809982914,1.7906630057048702
0,MD,3.0059945109730317,3.178184072705669,2.342766526993247,2.3781959549204523,3.0572894858027433,3.060195581984916,2.4108828258544626,2.44427248890135,2.752806931115947,2.761585957380289,1.8117441872405715,1.8600153225175338
0,MD,3.0006950642079575,3.1734998193573287,2.209643071979273,2.3241118865355856,3.3530594701763046,3.3972958283896917,2.5414173460199327,2.5490018969380936,2.623933178120777,2.770233342099543,1.6692504057055073,1.8712489523532136
0,MD,3.145404584469222,3.1614011134305615,2.192954399890705,2.213166509777337,2.951489285089818,3.0408428108009784,2.1848521689121205,2.324368516393216,2.7047040503537536,2.803497993578736,1.767124783369868,1.998476419675748
0,MD,2.91785263507258,3.2259116540909796,2.2443399920689373,2.5147828932136473,3.2186408622274096,3.285421890716625,2.4129367998354208,2.5290009885328244,2.6956487159865623,2.846887598764658,1.7632574967939316,1.903568491018908
0,MD,3.242411910908298,3.2601312857000098,2.3119729669699858,2.3357459194013375,3.11785872033997,3.197317625760695,2.3913736638175145,2.395942612000545,2.7975492846418266,2.826152862107781,1.8448991842374476,1.8795810703451978
0,MD,2.965313642770359,3.161031635400064,2.0696622912929534,2.2581592060791453,2.993915663474841,3.0801352243042825,2.2057527059940325,2.236660233473113,2.82211693591885,2.8428450538149277,1.9123038461499782,1.9544978894846616
0,MD,2.9553427889163726,2.966861810061264,2.0589786302922133,2.191621545796627,3.074263489032777,3.163464714517929,2.227011674868365,2.3531774263748155,2.5631496249731502,2.7763535437692357,1.627974508399932,1.8197774589218332
0,MD,3.1015147911947802,3.1625649400447102,2.1849203646815143,2.3249062346684,3.1183620700617816,3.4361380938489647,2.2430572886130213,2.59179069370966,2.7874357391696054,2.827589963201878,1.8377937860380316,1.8857690738794082
0,MD,3.0389006235808376,3.0511994362873103,2.1683187035120093,2.200658537801811,2.9461751475429967,3.2202647406696236,2.259525613928728,2.502575073798986,2.752667978525561,2.8477710582137745,1.8526030335719519,1.9907923045862919
0,MD,2.998400073372464,3.0090445327379247,2.1135337707261743,2.155761350428196,3.038301005496328,3.0435773359650327,2.1778289648179445,2.2061987671105245,2.713162177238948,2.785389918844398,1.7983328390484328,1.8528062499894582
0,MD,3.033467042275884,3.4112569502942756,2.1248563629610353,2.4643276749598457,3.0695048955974973,3.335078652694416,2.1665988904395754,2.587211503700654,2.6329638721184536,2.770226045689773,1.6825217709560245,1.8648946197490621
0,MD,3.2134545274517277,3.2243371411811155,2.2695649362818426,2.392117263011996,3.1620989864329045,3.342164717664287,2.226331960871963,2.4920670135451815,2.728832900710485,2.7537743190029214,1.7741617739090183,1.828477235297175
0,MD,2.985305846977827,3.4539047468046933,2.0448053697112596,2.5965440493086187,2.9786040354501613,3.4122891143629674,2.085632038495764,2.566840275513847,2.7483067514380566,2.825171499219117,1.8041690608144243,1.8743812312333903
0,MD,3.163681557932151,3.345997011355509,2.23752675961652,2.565966874299043,3.226540717238821,3.4395706127364205,2.3633658201810412,2.7792939750951153,2.679573846715182,2.8624931440965935,1.733177717373496,1.9264023463440862
0,MD,3.0867908902288796,3.0948744724140274,2.1710343157122147,2.4132944287840226,3.0056649846581376,3.0702534097367273,2.227256159493111,2.2860590543553334,2.698575364891631,2.777091464104126,1.756718816430222,1.863587132387429
0,MD,3.219395440140897,3.2620223788318805,2.3155953877998643,2.316066924767071,2.9925517539384336,3.032738201691666,2.1408208706008076,2.3216278771586123,2.654086660227958,2.8022908485737172,1.7023624760902125,1.9266110141904622
0,MD,3.074791049811352,3.1296250574150246,2.179596522294894,2.2214274689937548,2.98188296215663,3.024403577566989,2.0968795864331353,2.1598421238599825,2.832941404265185,2.879403410430708,1.8877576645321819,1.945590141833575
0,MD,2.8927906912669985,3.068033454772617,1.9942332200730684,2.120477230839558,3.011833077731234,3.163140123850506,2.1483293032894193,2.3984555967957792,2.7203841358832026,2.7359287899557985,1.7668863276931537,1.8778398298987062
0,MD,3.050179994688841,3.060464017105903,2.1851601771952547,2.387877928203198,3.172473010129481,3.1884235916828874,2.336058646524098,2.3649526422319758,2.768448301847083,2.7690456839857305,1.8193045374538055,1.8353228598805167
0,MD,2.9612850251200067,2.99584862768465,2.3039589840099155,2.37340472739059,3.170686203332018,3.3263735508808985,2.394783079946908,2.406548150359764,2.7654715691903253,2.8024928189024854,1.8388811815884134,1.863700888018246
0,MD,3.0483447763638876,3.194807942635363,2.251564597686018,2.2765111735673518,3.0188095351858486,3.0868534321877026,2.213913083693667,2.263947412184523,2.6330064978007557,2.6748357434885603,1.6767268911692206,1.756255429165416
0,MD,3.064085018402721,3.362091016019644,2.1235689298913756,2.447452144578112,3.19434202927614,3.477449352614644,2.261953359377687,2.6457849496888457,2.711497925501698,2.846059380968712,1.774869290962014,1.9073431783504513
0,MD,3.0209328029600395,3.2627592617292507,2.181045162301781,2.411386737958058,3.0556410129463836,3.1628054002736237,2.3038617580054583,2.451828297413993,2.6395266621119786,2.833135542115838,1.6845058622634714,2.0140039721907197
0,MD,2.9403567810726643,3.1619003779372927,2.0586446997964463,2.2810315648846244,3.0807132291078316,3.160352828403816,2.3166365705479137,2.4125722787100075,2.811567000802222,2.8763073549257565,1.8619014474455944,1.9238529049800044
0,MD,2.90401170796538,3.3954431227749944,1.9508341805494394,2.5185658617554565,3.0285300064552776,3.2691888902295014,2.4020326808767614,2.4744362994427638,2.822178059584476,2.897773283057183,1.8939535369168903,1.9461759940971426
0,MD,3.0958050649225317,3.1655661420984402,2.1975943665745055,2.300168689466058,3.2703426425987843,3.3793126520048413,2.4194637835685824,2.509997011950412,2.634514945867645,2.726937843076002,1.6851186901817927,1.7893968257488326
0,MD,2.9842409420152385,3.392730611174426,2.056329253791814,2.437603741382098,3.160288277989842,3.228365530729133,2.407208757046219,2.507634941533557,2.6586285938430736,2.835034744055177,1.7707811835458391,1.9237050189673055
0,MD,3.040352940038377,3.173053103873302,2.094826484461185,2.224084755579247,3.0019676880339667,3.3193657526702296,2.2206586860659163,2.4812192567364937,2.5907879110417356,2.7289221315383845,1.6433700131132978,1.7735210740219587
0,MD,2.91378413750916,3.094683990329223,2.0343674692640956,2.222953215881973,3.382954625767245,3.438663403126278,2.452573342430354,2.5874730916475253,2.7095174847193735,2.790033333134212,1.7706617407059992,1.988971090790412
0,MD,3.289139249104542,3.4518873098639817,2.357794308246586,2.618486585797223,3.3880156434113484,3.4798489909764787,2.529490462524025,2.5776023743005827,2.7280113636126964,2.9955508675367213,1.775316591484459,2.0770250359588833
0,MD,3.0779793696514606,3.1898877723205246,2.2797688479317366,2.291558639878107,2.9896956366827716,3.325716313818723,2.196785378684045,2.505942537250206,2.765094935079083,2.904569675528545,1.8153748924120332,1.9710405881158306
0,MD,2.8916130446517214,3.0057794330256495,1.9441409413928807,2.2098149243771514,3.1566998590299966,3.244055178322342,2.260902032375573,2.439234511071044,2.745556045685463,2.792521799377759,1.7993357107555006,1.8400222824737744
0,MD,2.9768444901825153,3.0149905057420994,2.1251675731257054,2.1977791432846474,2.888444419049639,3.1850371844380407,2.218471858976129,2.336911275571668,2.7954960652358287,2.8259750114174755,1.8760398155756182,1.8829255052786873
0,MD,2.9838156779533143,3.0434482088578396,2.1179102908291476,2.222636722453762,2.9393919439230975,3.1179687297982968,2.05559845300584,2.233612320882924,2.8123395954258443,2.8368182881531196,1.898988414919901,1.9266878314869802
0,MD,2.9659057638434843,3.243956380717842,2.1940660883391825,2.3793663021905647,3.229622114117996,3.326234056707375,2.4780790947828923,2.520640593182613,2.6781581357343325,2.681420146116605,1.7371493890854643,1.737199182592485
0,MD,2.8927225929909,3.181895818533348,1.9682047657700659,2.4171034317960003,3.201561025499905,3.4423663372744047,2.3994759844599405,2.7802555637926525,2.818734645190995,2.917360108042886,1.8758243521182896,1.9617629826255774
0,MD,3.039080288508351,3.0716309999737934,2.119115617421569,2.1547271288959076,3.082586576237559,3.256576269642704,2.2217119525266993,2.4173402739374517,2.7334019097088533,2.747588215144329,1.7971989316711716,1.8621243245283052
